pe_ref_in_enseigne,pe_id,p_id_cat
87085,2297366,1471E
88141,2297367,824E
88145,2297368,1418E
88672,2297369,766E
88673,2297370,1500E
88715,2297371,300D
88716,2297372,300D
88717,2297373,295D
88718,2297374,295D
88719,2297375,300D
89306,2297376,336D
89307,2297377,336D
89382,2297378,138E
89520,2297379,3E
89526,2297380,3371F
89658,2297381,482D
89691,2297382,87D
89692,2297383,87D
89955,2297384,301D
29334,2298895,560D
84507,2298898,273D
84508,2298899,273D
85392,2298901,2037E
89196,2298917,352D
89197,2298918,352D
89198,2298919,352D
89489,2298921,1525E
89937,2298928,1429E
33616,2300714,151D
65234,2300715,351D
82566,2300716,295D
82567,2300717,120D
83894,2300718,3371F
84249,2300719,598D
84823,2300720,279D
84830,2300721,273D
85414,2300722,3371F
87060,2300723,3399F
87212,2300724,""
87213,2300725,281D
87757,2300726,4220F
87979,2300727,4202F
88008,2300728,3938F
88009,2300729,3938F
88059,2300730,238D
88162,2300731,251D
88489,2300732,1552F
88617,2300733,4084F
88909,2300734,
88976,2300735,301D
89051,2300736,3371F
89053,2300737,3371F
89060,2300738,3371F
89061,2300739,3371F
89064,2300740,3371F
89065,2300741,3371F
89084,2300742,4475F
89092,2300743,4480F
89560,2300744,1939E
89689,2300745,1488E
89829,2300746,672F
89849,2300747,4487F
89951,2300748,3371F
89953,2300749,351D
89958,2300750,29D
89960,2300751,3371F
76563,2302755,3371F
83791,2302756,270D
86723,2302758,4341F
87064,2302759,3394F
87133,2302760,154D
87137,2302761,128D
87140,2302762,3306F
87141,2302763,3306F
87190,2302764,177D
87191,2302765,168D
87193,2302766,177D
87197,2302767,120D
87198,2302768,297D
87199,2302769,300D
87200,2302770,300D
87201,2302771,291D
87202,2302772,291D
87206,2302773,2032E
87209,2302774,234D
87217,2302775,272D
87218,2302776,273D
87219,2302777,648E
87233,2302778,272D
87234,2302779,272D
87235,2302780,1421E
87236,2302781,5E
88011,2302782,3944F
88012,2302783,270D
88017,2302784,122D
88018,2302785,270D
88022,2302786,4132F
88080,2302787,37D
88381,2302788,279D
88382,2302789,279D
88383,2302790,279D
88386,2302791,273D
88387,2302792,273D
88545,2302793,4477F
88727,2302794,4636F
89041,2302795,297D
89043,2302796,288D
89044,2302797,291D
89062,2302798,3371F
89554,2302799,3371F
89557,2302800,3371F
89563,2302801,3371F
89569,2302802,3371F
89956,2302803,3371F
89988,2302804,3371F
89989,2302805,3371F
89990,2302806,3371F
89991,2302807,3371F
89992,2302808,278D
90039,2302809,273D
90082,2302810,1368E
17013,2303857,1753F
24936,2303858,477D
60146,2303859,729E
78044,2303860,287D
81872,2303861,3371F
83959,2303862,1909E
84248,2303863,3859F
87003,2303864,3371F
87125,2303865,4636F
87155,2303866,2148E
87205,2303867,236D
87207,2303868,234D
87237,2303869,307D
87246,2303870,4285F
87247,2303871,4285F
87381,2303872,236D
87535,2303873,1484E
87913,2303874,304D
87983,2303875,207E
88020,2303876,4132F
88021,2303877,4132F
88023,2303878,4132F
88303,2303879,306D
88573,2303880,""
88983,2303881,1103E
89058,2303882,3371F
89059,2303883,3371F
89161,2303884,4D
89163,2303885,4D
89908,2303887,416D
89957,2303888,3371F
90091,2303889,3975F
90140,2303890,3371F
77891,2305484,1483E
88189,2305485,222D
89123,2305486,3857F
87240,2305963,304D
87241,2305964,2349F
87243,2305965,304D
87244,2305966,304D
87245,2305967,3371F
87520,2305968,4087F
87523,2305969,4087F
87525,2305970,4087F
87532,2305971,4398F
87613,2305972,3371F
87747,2305973,4087F
87914,2305974,661E
88068,2305975,4386F
88075,2305976,4386F
88992,2305977,436E
89001,2305978,1103E
89122,2305979,3857F
89302,2305980,9F
89424,2305981,4355F
90068,2305982,3859F
90070,2305983,3859F
21124,2307540,289D
21403,2307541,3371F
77476,2307542,2030E
77951,2307543,273D
78142,2307544,351D
83457,2307545,211D
85395,2307546,3371F
86677,2307547,151D
86687,2307548,4037F
87210,2307549,236D
87379,2307550,55D
87383,2307551,402D
87780,2307552,3371F
87908,2307553,3371F
87999,2307554,133D
88000,2307555,133D
88179,2307557,3966F
88360,2307558,295D
88647,2307560,3371F
88831,2307561,3D
88926,2307562,4075F
88928,2307563,4075F
89050,2307564,3371F
89111,2307565,510D
89279,2307566,299D
89422,2307568,1546E
89571,2307572,3371F
89574,2307573,3371F
89585,2307574,3371F
89910,2307576,2144E
89918,2307577,154D
89959,2307578,331D
90021,2307579,2151E
90064,2307580,1471E
90122,2307581,1480E
90142,2307582,99D
90143,2307583,3371F
90144,2307584,3371F
90145,2307585,3371F
90147,2307586,3371F
90148,2307587,3371F
47871,2308370,3371F
746,2308371,1505E
76565,2308372,3371F
79641,2308373,3371F
81353,2308374,620F
83847,2308375,1450E
83851,2308376,1450E
83860,2308378,3306F
83866,2308381,3306F
83870,2308382,1548E
83873,2308383,1548E
83874,2308384,1949E
83875,2308385,1949E
83876,2308386,562D
83880,2308389,1411E
84828,2308394,273D
85167,2308395,97D
85474,2308397,351D
87248,2308398,
87249,2308399,3371F
87253,2308400,3371F
87254,2308401,3371F
87257,2308402,3371F
87484,2308403,3371F
87998,2308405,3375F
88158,2308406,3371F
88724,2308407,3371F
89109,2308408,1651E
89165,2308409,1306E
89179,2308410,1306E
89353,2308411,191E
89432,2308412,1876E
89581,2308413,3371F
89593,2308414,3371F
89601,2308415,3371F
89650,2308416,3371F
89845,2308418,4482F
89854,2308419,4481F
89860,2308420,4481F
89863,2308421,4486F
89864,2308422,4481F
89867,2308423,4483F
90054,2308426,2099E
90055,2308427,2099E
90056,2308428,1950E
90057,2308429,1950E
90058,2308430,1950E
90080,2308431,350D
90085,2308432,1544E
90107,2308433,4037F
90108,2308434,4037F
90109,2308435,4061F
90110,2308436,4037F
90111,2308437,4061F
90117,2308438,168D
90139,2308439,3371F
90174,2308440,351D
90186,2308441,4096F
90187,2308442,4096F
81322,2309269,1364E
85013,2309270,3371F
85293,2309271,3884F
8563,2309272,3975F
87316,2309273,
87653,2309274,3371F
87665,2309275,3371F
87736,2309276,55D
87738,2309277,510D
87784,2309278,
87923,2309279,392E
87974,2309280,3371F
87975,2309281,1515E
88065,2309282,3371F
88518,2309283,3371F
88521,2309284,4340F
88930,2309285,3371F
88933,2309286,3371F
88939,2309287,3371F
88941,2309288,3371F
88942,2309289,3371F
88959,2309290,3371F
89138,2309291,1028E
89269,2309292,120D
89270,2309293,120D
89273,2309294,120D
89274,2309295,291D
89275,2309296,3371F
89420,2309297,198D
89540,2309299,3371F
89551,2309300,3371F
89774,2309302,0
89775,2309303,3371F
89776,2309304,273D
89777,2309305,791E
89782,2309308,791E
89963,2309309,2155E
90024,2309310,2011E
90025,2309311,557D
90035,2309312,""
90036,2309313,3966F
90048,2309314,1431E
90081,2309315,1417E
90084,2309316,1383E
90086,2309317,3371F
90106,2309318,4020F
90112,2309319,1502E
90118,2309320,1482E
90119,2309321,1482E
90121,2309322,1495E
90146,2309323,3371F
90171,2309324,3371F
90172,2309325,3371F
90173,2309326,304D
90176,2309327,305D
90188,2309328,1998E
56175,2310000,3371F
56176,2310001,3371F
83732,2310002,3371F
84594,2310003,2104E
84598,2310004,2104E
86167,2310005,271D
86170,2310006,278D
87588,2310007,155D
87730,2310008,1103E
87731,2310009,1103E
88006,2310010,3394F
88013,2310011,1859E
88015,2310012,1859E
88505,2310013,296D
88526,2310014,4073F
88527,2310015,4094F
88924,2310016,3371F
88954,2310017,3371F
88956,2310018,3371F
88957,2310019,3371F
89333,2310020,133D
89545,2310021,289D
89546,2310022,294D
89617,2310023,
89722,2310024,3371F
89773,2310025,3371F
89830,2310026,351D
89838,2310027,4485F
89840,2310028,4482F
89911,2310029,4481F
90149,2310030,3371F
90184,2310031,489D
90196,2310032,1426E
90200,2310033,3371F
90204,2310034,276D
90263,2310035,3371F
27384,2310915,251D
78399,2310916,3371F
79642,2310917,3371F
84403,2310919,120D
84624,2310920,291D
85710,2310921,3371F
87214,2310922,436E
87238,2310923,307D
87239,2310924,351D
87302,2310925,3371F
87737,2310926,510D
88007,2310927,3406F
88467,2310928,351D
88544,2310929,4477F
88920,2310930,3371F
88943,2310931,3371F
88950,2310932,3371F
89035,2310933,3371F
89131,2310934,778F
89282,2310935,3371F
89283,2310936,3371F
89433,2310937,2155E
89514,2310938,2155E
89620,2310939,
89622,2310940,
89740,2310941,3371F
89741,2310942,3371F
89742,2310943,3371F
89743,2310944,3371F
89747,2310945,3371F
89750,2310946,3371F
89753,2310947,3371F
89759,2310948,3371F
89761,2310949,3371F
89764,2310950,3371F
89770,2310951,3371F
89771,2310952,3371F
89785,2310953,227D
89795,2310954,3371F
89810,2310955,3371F
89825,2310956,3371F
89828,2310957,3371F
89832,2310958,3371F
89834,2310959,3371F
89922,2310960,154D
90033,2310961,4363F
90043,2310962,2034F
90178,2310964,270D
90179,2310965,270D
90180,2310966,307D
90183,2310967,4396F
90185,2310968,4094F
90194,2310969,436E
90195,2310970,437E
90250,2310971,3371F
48999,2311737,3306F
85916,2311738,90D
87211,2311739,284D
89751,2311740,3371F
89767,2311741,3371F
89787,2311742,3371F
68069,2312131,437E
86686,2312132,3371F
87748,2312133,4087F
88979,2312134,3371F
89626,2312135,202D
89627,2312136,202D
89628,2312137,202D
89629,2312138,202D
89630,2312139,4171F
89631,2312140,4038F
90090,2312141,2045F
90093,2312142,3371F
90094,2312143,3371F
90095,2312144,3371F
90098,2312145,3371F
90099,2312146,3371F
90100,2312147,3371F
90101,2312148,3371F
90102,2312149,3371F
90103,2312150,3371F
90104,2312151,3371F
90177,2312152,801E
90209,2312153,276D
90210,2312154,276D
90211,2312155,276D
18550,2313122,3371F
87119,2313124,1831E
87489,2313125,3502F
87596,2313126,276D
87733,2313127,1318E
87735,2313128,55D
88824,2313130,354D
88945,2313131,3371F
89118,2313132,3859F
89912,2313133,247D
89917,2313134,253D
90026,2313135,411E
90190,2313136,2551F
90192,2313138,2551F
90212,2313139,449E
90420,2313140,168D
90421,2313141,168D
79214,2314364,438E
79247,2314365,438E
81069,2314366,225D
81935,2314367,775F
89029,2314369,3371F
89087,2314370,4480F
89120,2314371,3854F
90020,2314372,2146E
90062,2314373,1103E
90075,2314374,3859F
90249,2314375,4037F
90538,2314376,1549E
50605,2314816,2003E
82626,2314817,3371F
83212,2314818,227D
85287,2314819,2104E
85582,2314820,301D
86077,2314821,3371F
86907,2314822,4147F
86912,2314823,1546E
87056,2314824,3421F
87491,2314825,3502F
87504,2314826,3423F
87516,2314827,561D
89008,2314828,3D
89119,2314829,3859F
89121,2314830,3855F
89246,2314831,3371F
89252,2314832,3371F
89254,2314833,3371F
89255,2314834,3371F
89256,2314835,3371F
89257,2314836,120D
89263,2314837,11F
89266,2314839,3371F
89267,2314840,120D
89268,2314841,3371F
89311,2314842,1528E
89736,2314843,3371F
89737,2314844,3306F
89789,2314845,238D
89791,2314846,3371F
89927,2314847,3371F
89929,2314848,3371F
89952,2314849,3371F
90120,2314850,1521E
90536,2314851,3371F
90537,2314852,3371F
90541,2314853,3371F
65000,2315498,3371F
86909,2315499,4145F
87010,2315500,349D
87461,2315501,4175F
88420,2315502,786E
88429,2315503,206D
88618,2315504,
88619,2315505,
88630,2315506,
88632,2315507,349D
88634,2315509,349D
88935,2315510,3371F
89117,2315511,3855F
89357,2315512,302D
89358,2315513,302D
89592,2315514,224D
89738,2315515,3379F
89790,2315516,284D
89792,2315517,287D
89794,2315518,3371F
89813,2315519,351D
89843,2315520,3407F
89844,2315521,3406F
89846,2315522,3406F
89847,2315523,3402F
90023,2315524,2151E
90193,2315525,304D
90254,2315526,4019F
90540,2315527,3879F
90546,2315528,4636F
78611,2316086,3371F
84701,2316088,3371F
87005,2316089,1417E
87501,2316090,3421F
87508,2316091,4636F
87511,2316092,4636F
88955,2316093,3371F
89239,2316094,670F
89242,2316095,667F
89243,2316096,670F
89298,2316097,3371F
90574,2316098,3371F
61193,2316806,351D
82619,2316807,276D
82642,2316808,276D
85768,2316809,225D
85769,2316810,3371F
88948,2316811,3371F
90231,2316812,4037F
90247,2316813,4036F
90547,2316814,3392F
90607,2316815,1498E
84820,2317250,279D
84822,2317251,279D
84826,2317252,3371F
88607,2317253,3371F
88610,2317254,3371F
88611,2317255,3371F
89778,2317256,791E
90044,2317257,3880F
90534,2317258,2159E
90535,2317259,2159E
90575,2317260,4096F
90696,2317261,247D
90697,2317262,4484F
23012,2321414,489D
50609,2321415,1790E
76986,2321416,37D
84194,2321417,3371F
84196,2321418,3371F
86216,2321419,3941F
89199,2321420,3371F
89203,2321421,3371F
89205,2321422,3371F
89206,2321423,3371F
89210,2321424,3371F
89824,2321425,3423F
89899,2321426,247D
90038,2321427,3371F
90553,2321428,4359F
90554,2321429,3306F
90555,2321430,3379F
90556,2321431,3306F
90633,2321432,1491E
90686,2321433,555D
90721,2321434,486E
90728,2321435,3389F
90809,2321436,2035E
64540,2322172,3371F
68144,2322173,3371F
79758,2322174,2003E
80927,2322175,1524E
82011,2322176,1527E
82904,2322177,3371F
83035,2322178,3371F
83696,2322179,3371F
85040,2322180,55D
85217,2322181,191D
85660,2322182,3371F
85665,2322183,3371F
85667,2322184,3371F
87012,2322185,4477F
87327,2322186,3371F
87354,2322187,3371F
87514,2322188,3407F
88130,2322189,3371F
88196,2322190,1876E
88492,2322191,3371F
88569,2322192,360E
88695,2322193,301D
88913,2322194,1891E
88937,2322195,3371F
88938,2322196,3371F
88940,2322197,3371F
89010,2322198,1499E
89011,2322199,1490E
89015,2322200,1417E
89027,2322201,3371F
89033,2322202,3371F
89036,2322203,3371F
89107,2322204,2091E
89108,2322205,2091E
89154,2322206,1322E
89155,2322207,1322E
89156,2322208,1322E
89178,2322209,3371F
89181,2322210,3371F
89193,2322211,3371F
89211,2322212,273D
89224,2322213,1417E
89295,2322214,3371F
89310,2322215,706E
89430,2322216,449E
89681,2322217,3371F
89745,2322218,3371F
89746,2322219,3371F
89752,2322220,3371F
89772,2322221,3371F
89833,2322222,3371F
90051,2322223,272D
90052,2322224,628E
90092,2322225,351D
90197,2322226,1426E
90213,2322227,4037F
90228,2322228,4037F
90230,2322229,
90232,2322230,4037F
90233,2322231,4037F
90239,2322232,4061F
90251,2322233,4036F
90259,2322234,4019F
90260,2322235,4019F
90262,2322236,4020F
90264,2322237,1903E
90533,2322238,351D
90548,2322239,4135F
90552,2322240,120D
90567,2322241,272D
90568,2322242,270D
90569,2322243,272D
90570,2322244,272D
90625,2322245,1952E
90627,2322246,1952E
90679,2322247,3885F
90681,2322248,3885F
90693,2322249,2159E
90749,2322250,1790E
90750,2322251,3854F
90782,2322252,1790E
90806,2322253,1867E
90807,2322254,1867E
90825,2322255,1867E
90828,2322256,1429E
90880,2322257,3371F
90896,2322258,1305E
90906,2322259,3371F
90968,2322260,3371F
90971,2322261,3371F
90972,2322262,3371F
70378,2326457,3371F
78381,2326458,301D
83446,2326459,667F
86577,2326460,193D
87826,2326461,273D
88861,2326462,728E
88981,2326463,359E
89012,2326464,728E
89070,2326465,3371F
89134,2326466,3306F
89140,2326467,354D
89148,2326468,351D
89182,2326469,3371F
89183,2326470,3371F
89184,2326471,3371F
89185,2326472,3371F
89186,2326473,3371F
89280,2326474,3371F
89281,2326475,3371F
89284,2326476,3371F
89285,2326477,3371F
89286,2326478,3371F
89287,2326479,3371F
89288,2326480,3371F
89289,2326481,3371F
89290,2326482,3371F
89291,2326483,3371F
89292,2326484,3371F
89294,2326485,3371F
90248,2326486,3371F
90336,2326487,3371F
90576,2326488,251D
90737,2326489,2003E
90886,2326490,2045F
90903,2326491,4064F
90908,2326492,1306E
90910,2326493,1306E
90959,2326494,1305E
90960,2326495,1305E
90995,2326496,436E
91010,2326497,3371F
85088,2327008,302D
89013,2327009,1917E
89139,2327010,1028E
89141,2327011,558E
89142,2327012,558E
90798,2327013,9F
90799,2327014,9F
90980,2327015,1566E
18702,2327567,273D
69733,2327568,3371F
77641,2327569,1498E
82871,2327570,3371F
86587,2327571,193D
87378,2327572,55D
87560,2327573,3371F
87561,2327574,3371F
87739,2327575,1417E
87814,2327576,3371F
87879,2327577,3371F
87880,2327578,3371F
87885,2327579,3371F
88055,2327580,1914E
88538,2327581,1485E
88825,2327582,1292E
89135,2327583,3975F
89173,2327584,3371F
89175,2327585,3371F
89180,2327586,3371F
89308,2327587,1417E
89312,2327588,1512E
89497,2327589,2037E
89897,2327590,4481F
90066,2327591,2003E
90224,2327592,3371F
90257,2327593,
90281,2327594,3371F
90306,2327595,3371F
90490,2327596,3371F
90494,2327597,
90855,2327598,4087F
90918,2327599,1305E
90920,2327600,1305E
90933,2327601,1549E
90961,2327602,1305E
90962,2327603,1305E
90964,2327604,1305E
90969,2327605,348D
91023,2327606,3371F
91025,2327607,347D
91026,2327608,347D
91051,2327609,1303E
91063,2327610,1303E
91099,2327611,1305E
91102,2327612,1305E
91182,2327613,3371F
78861,2328399,1513E
80648,2328400,3371F
80649,2328401,3371F
80650,2328402,3371F
80651,2328403,3371F
81796,2328404,289D
85007,2328405,3371F
85008,2328406,3371F
87260,2328407,3371F
88186,2328408,120D
88190,2328409,4365F
88203,2328410,1932E
88438,2328411,1496E
88459,2328412,1502E
89114,2328413,1566E
89115,2328414,3371F
89144,2328415,1883E
89145,2328416,1883E
89146,2328417,3371F
89147,2328418,1304E
89278,2328419,299D
89309,2328420,4087F
89608,2328421,
89611,2328422,
89613,2328423,
89823,2328424,3371F
89848,2328425,4481F
89906,2328426,253D
90050,2328427,255D
90059,2328428,154D
90060,2328429,254E
90061,2328430,154D
90074,2328431,1322E
90138,2328432,
90182,2328433,1789E
90542,2328434,1432E
90543,2328435,1432E
90670,2328436,621F
90727,2328437,1429E
90736,2328438,495D
90763,2328439,55D
90784,2328440,489D
90800,2328441,291D
90905,2328442,1487E
90917,2328443,1305E
90954,2328444,1307E
90956,2328445,1307E
90967,2328446,1307E
90993,2328447,436E
91002,2328448,1305E
91024,2328449,449E
91101,2328450,1305E
91179,2328451,36D
91221,2328452,3502F
91235,2328453,3371F
15247,2329891,4075F
76694,2329892,307D
76695,2329893,307D
76696,2329894,307D
76697,2329895,307D
79140,2329896,3371F
80698,2329897,347D
83510,2329898,183D
83538,2329899,3371F
83561,2329900,3371F
84089,2329901,670F
84744,2329902,251D
84745,2329903,251D
85284,2329904,2099E
87860,2329905,1508E
87871,2329906,3371F
87875,2329907,3371F
87877,2329908,3371F
87878,2329909,3371F
87881,2329910,3371F
88557,2329911,1932E
88560,2329912,1932E
88819,2329913,3371F
88821,2329914,3371F
88822,2329915,351D
88982,2329916,359E
89112,2329917,510D
89225,2329918,1417E
89258,2329919,288D
89259,2329920,291D
89261,2329921,291D
89262,2329922,291D
89265,2329923,120D
89271,2329924,1421E
89276,2329925,291D
89428,2329926,4128F
89438,2329927,151D
89439,2329928,151D
89715,2329929,676E
89716,2329930,4077F
89717,2329931,4075F
90214,2329932,""
90216,2329933,4020F
90218,2329934,3371F
90223,2329935,4037F
90225,2329936,4037F
90258,2329937,3371F
90261,2329938,3371F
90269,2329939,3371F
90271,2329940,3371F
90273,2329941,3371F
90274,2329942,3371F
90278,2329943,3371F
90279,2329944,3371F
90280,2329945,3371F
90283,2329946,3371F
90539,2329947,99D
90794,2329948,3857F
90916,2329949,1310E
90921,2329950,1307E
91001,2329951,347D
91007,2329952,301D
91015,2329953,4038F
91017,2329954,351D
91037,2329955,1307E
91044,2329956,1304E
91168,2329957,3389F
91220,2329958,301D
91247,2329959,486E
15689,2330934,4358F
47985,2330935,276D
47989,2330936,276D
8336,2330937,4354F
84088,2330938,670F
84492,2330939,300D
84493,2330940,300D
84500,2330941,300D
85012,2330942,2112E
85014,2330943,2112E
85020,2330944,148D
85269,2330945,2114E
85283,2330946,2099E
85286,2330947,2099E
85288,2330948,2099E
87811,2330949,3371F
87815,2330950,3371F
87987,2330951,193D
88164,2330952,2155E
88214,2330953,1932E
88218,2330954,1932E
88250,2330955,555D
88326,2330956,673F
88358,2330957,304D
88512,2330958,272D
88523,2330959,2034F
88612,2330960,301D
88713,2330961,301D
88908,2330962,""
89067,2330963,612E
89068,2330964,612E
89069,2330965,612E
89073,2330966,612E
89074,2330967,287D
89075,2330968,287D
89077,2330969,""
89078,2330970,284D
89338,2330971,477D
89410,2330972,194E
89853,2330973,670F
89921,2330974,1547E
89930,2330975,1954E
90096,2330976,3371F
90181,2330977,3016F
90308,2330978,3371F
90550,2330979,2110E
90551,2330980,2110E
90975,2330981,301D
91112,2330982,284D
91236,2330983,3371F
91238,2330984,289D
91309,2330985,3371F
91332,2330986,3371F
